date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:45	54666/54666	---M--	200	added ('OK')	text/css	etag:%22d58a-65bc079373d74%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/frontend.min4189.css	(from http://localhost/QB2/)
18:25:46	57445/57445	---M--	200	added ('OK')	image/png	etag:%22e065-65bc0d1f29ff5%22	http://localhost/QB2/wp-content/uploads/2021/05/bg-02-free-img.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2021/05/bg-02-free-img.png	(from http://localhost/QB2/)
18:25:46	560/560	---M--	200	added ('OK')	text/css	etag:%22230-65bc07941778f%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min4189.css	(from http://localhost/QB2/)
18:25:46	47372/47372	---M--	200	added ('OK')	image/jpeg	etag:%22b90c-65bc0d360a5a1%22	http://localhost/QB2/wp-content/uploads/2021/05/bg-04-free-img.jpg	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2021/05/bg-04-free-img.jpg	(from http://localhost/QB2/)
18:25:46	4258/4258	---M--	200	added ('OK')	text/css	etag:%2210a2-65bc0793fa673%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-divider-rtl.min4189.css	(from http://localhost/QB2/)
18:25:46	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-65bc079418efb%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min4189.css	(from http://localhost/QB2/)
18:25:47	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-65bc079423dc0%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-rtl.min4189.css	(from http://localhost/QB2/)
18:25:47	244/244	---M--	200	added ('OK')	text/css	etag:%22f4-65bc0796c72e5%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min4189.css	(from http://localhost/QB2/)
18:25:47	4726/4726	---M--	200	added ('OK')	text/css	etag:%221276-65bc079418346%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min4189.css	(from http://localhost/QB2/)
18:25:47	1189/1189	---M--	200	added ('OK')	text/css	etag:%224a5-65bc07943fdee%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-progress-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-progress-rtl.min4189.css	(from http://localhost/QB2/)
18:25:47	1657/1657	---M--	200	added ('OK')	text/css	etag:%22679-65bc0794196cb%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-box-rtl.min4189.css	(from http://localhost/QB2/)
18:25:48	40787/40787	---M--	200	added ('OK')	text/css	etag:%229f53-65bc082e81011%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl91ce.css	(from http://localhost/QB2/)
18:25:48	22258/22258	---M--	200	added ('OK')	text/css	etag:%2256f2-65bc0797a726f%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from http://localhost/QB2/)
18:25:48	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-65bc07941872d%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from http://localhost/QB2/)
18:25:49	5110/5110	---M--	200	added ('OK')	text/css	etag:%2213f6-65bc07944ff0f%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from http://localhost/QB2/)
18:25:49	732/732	---M--	200	added ('OK')	text/css	etag:%222dc-65bc0797af661%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from http://localhost/QB2/)
18:25:49	72184/72184	---M--	200	added ('OK')	text/css	etag:%22119f8-65bc0797dc1be%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from http://localhost/QB2/)
18:25:49	727/727	---M--	200	added ('OK')	text/css	etag:%222d7-65bc0797dc1be%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from http://localhost/QB2/)
18:25:49	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fc4fb27000%22	http://localhost/QB2/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/QB2/)
18:25:50	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fda96aa43500%22	http://localhost/QB2/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/QB2/)
18:25:55	33307/33307	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:25:50%20GMT	http://localhost/QB2/wp-json/wp/v2/pages/1301	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/wp/v2/pages/1301.json	(from http://localhost/QB2/)
18:25:57	786/786	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Sep%202026%2015:25:54%20GMT	http://localhost/QB2/xmlrpc.php?rsd	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/xmlrpc0db0.php	(from http://localhost/QB2/)
18:25:58	5477/5477	---M--	200	added ('OK')	image/png	etag:%221565-65be912b41590%22	http://localhost/QB2/wp-content/uploads/2026/09/yarob.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/yarob.png	(from http://localhost/QB2/)
18:25:58	26824/26824	---M--	200	added ('OK')	text/javascript	etag:%2268c8-65bc03e767d17%22	http://localhost/QB2/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.13.12	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/themes/astra/assets/js/minified/frontend.min840b.js	(from http://localhost/QB2/)
18:25:58	881/881	---M--	200	added ('OK')	text/javascript	etag:%22371-658491f76cc00%22	http://localhost/QB2/wp-includes/js/dist/dom-ready.min.js?ver=3fe927cab37bf38d6a23	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/dom-ready.min0db1.js	(from http://localhost/QB2/)
18:25:59	6628/6628	---M--	200	added ('OK')	text/javascript	etag:%2219e4-65bc045e42fd2%22	http://localhost/QB2/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=089983451e6a251a0ab9	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main7ece.js	(from http://localhost/QB2/)
18:25:59	5819/5819	---M--	200	added ('OK')	text/javascript	etag:%2216bb-65bc0796a6ad8%22	http://localhost/QB2/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/js/webpack.runtime.min4189.js	(from http://localhost/QB2/)
18:25:59	50602/50602	---M--	200	added ('OK')	text/javascript	etag:%22c5aa-65bc07958b493%22	http://localhost/QB2/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/js/frontend-modules.min4189.js	(from http://localhost/QB2/)
18:26:00	18674/18674	---M--	200	added ('OK')	text/javascript	etag:%2248f2-6569af96ebb80%22	http://localhost/QB2/wp-includes/js/jquery/ui/core.min.js?ver=1.14.2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/jquery/ui/core.min0a10.js	(from http://localhost/QB2/)
18:26:03	776758/776758	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:25:51%20GMT	http://localhost/QB2/wp-json/	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/index.html	(from http://localhost/QB2/)
18:26:04	32098/32098	---M--	200	added ('OK')	text/javascript	etag:%227d62-65bc07958b493%22	http://localhost/QB2/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/js/frontend.min4189.js	(from http://localhost/QB2/)
18:26:06	223138/223138	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202026%2015:25:58%20GMT	http://localhost/QB2/about/	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/about/index.html	(from http://localhost/QB2/)
18:26:06	198285/198285	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202026%2015:25:59%20GMT	http://localhost/QB2/services/	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/services/index.html	(from http://localhost/QB2/)
18:26:07	10751/10751	---M--	200	added ('OK')	text/javascript	etag:%2229ff-647a0827f8a80%22	http://localhost/QB2/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/vendor/react.mine1ab.js	(from http://localhost/QB2/)
18:26:07	184862/184862	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202026%2015:26:00%20GMT	http://localhost/QB2/portfolio/	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/portfolio/index.html	(from http://localhost/QB2/)
18:26:08	1137/1137	---M--	200	added ('OK')	text/javascript	etag:%22471-6556c22dcf980%22	http://localhost/QB2/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/vendor/react-jsx-runtime.mincb06.js	(from http://localhost/QB2/)
18:26:08	131835/131835	---M--	200	added ('OK')	text/javascript	etag:%22202fb-647a0827f8a80%22	http://localhost/QB2/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/vendor/react-dom.mine1ab.js	(from http://localhost/QB2/)
18:26:09	1158/1158	---M--	200	added ('OK')	text/javascript	etag:%22486-658491f76cc00%22	http://localhost/QB2/wp-includes/js/dist/escape-html.min.js?ver=87ebe53e97bba59805a5	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/escape-html.min5056.js	(from http://localhost/QB2/)
18:26:11	12468/12468	---M--	200	added ('OK')	text/javascript	etag:%2230b4-658491f76cc00%22	http://localhost/QB2/wp-includes/js/dist/element.min.js?ver=4a4370b2b349066fd440	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/element.mincc2e.js	(from http://localhost/QB2/)
18:26:11	193329/193329	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202026%2015:26:04%20GMT	http://localhost/QB2/contact/	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/contact/index.html	(from http://localhost/QB2/)
18:26:11	5107/5107	---M--	200	added ('OK')	text/javascript	etag:%2213f3-658491f76cc00%22	http://localhost/QB2/wp-includes/js/dist/hooks.min.js?ver=f0f188028580e8dc1255	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/hooks.min4ce2.js	(from http://localhost/QB2/)
18:26:11	5791/5791	---M--	200	added ('OK')	text/javascript	etag:%22169f-658491f76cc00%22	http://localhost/QB2/wp-includes/js/dist/i18n.min.js?ver=1dfe7db3940c23ea9216	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-includes/js/dist/i18n.min99af.js	(from http://localhost/QB2/)
18:26:11	57706/57706	---M--	200	added ('OK')	text/javascript	etag:%22e16a-65bc082e96d79%22	http://localhost/QB2/wp-content/plugins/surecookie/build/public.js?ver=78d7c179d25e2bfeddff	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/build/publicf466.js	(from http://localhost/QB2/)
18:26:12	15580/15580	---M--	200	added ('OK')	font/woff2	etag:%223cdc-65bc082e82f4d%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Light.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Light.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:12	16516/16516	---M--	200	added ('OK')	font/woff2	etag:%224084-65bc082e83c54%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Regular.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Regular.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:12	16564/16564	---M--	200	added ('OK')	font/woff2	etag:%2240b4-65bc082e83484%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Medium.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Medium.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:13	16592/16592	---M--	200	added ('OK')	font/woff2	etag:%2240d0-65bc082e850bf%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-SemiBold.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-SemiBold.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:13	16616/16616	---M--	200	added ('OK')	font/woff2	etag:%2240e8-65bc082e81bc8%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Bold.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Bold.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:13	16460/16460	---M--	200	added ('OK')	font/woff2	etag:%22404c-65bc082e82b65%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-ExtraBold.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-ExtraBold.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:13	15932/15932	---M--	200	added ('OK')	font/woff2	etag:%223e3c-65bc082e813f8%22	http://localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Black.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/surecookie/assets/font/Figtree/Figtree-Black.woff2	(from http://localhost/QB2/wp-content/plugins/surecookie/assets/css/style-rtl.css?ver=1.5.0)
18:26:18	108000/108000	---M--	200	added ('OK')	font/woff2	etag:%221a5e0-65bc0797ab3e9%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.53.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.woff2	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
18:26:18	372159/372159	---M--	200	added ('OK')	image/svg+xml	etag:%225adbf-65bc0797ab3e9%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.53.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.svg	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
18:26:20	133180/133180	---M--	200	added ('OK')	font/woff	etag:%222083c-65bc0797ab3e9%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.53.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.woff	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
18:26:20	241504/241504	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223af60-65bc0797aaf74%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.53.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.eot	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
18:26:24	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2213ecc-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:24	241344/241344	---M--	200	added ('OK')	font/ttf	etag:%223aec0-65bc0797ab3e9%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.53.0	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.ttf	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
18:26:24	97804/97804	---M--	200	added ('OK')	font/woff	etag:%2217e0c-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:25	749223/749223	---M--	200	added ('OK')	image/svg+xml	etag:%22b6ea7-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:26	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:29	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
18:26:29	151556/151556	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:30	151368/151368	---M--	200	added ('OK')	font/ttf	etag:%2224f48-65bc079819349%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
18:26:33	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
18:26:34	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
